address,latitude,longitude,source,area,pincode
"110, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.299159076856682,73.19674045431711,generated_residential,Sayajigunj,390005
"73, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.30509625009679,73.18884066832334,generated_residential,Sayajigunj,390005
"223, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.29815216771359,73.1958958936016,generated_residential,Sayajigunj,390005
"211, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.309878793898616,73.196146893844,generated_residential,Sayajigunj,390005
"134, Radha Society, Sayajigunj, Vadodara, Gujarat - 390005",22.291881476732225,73.18080298033352,generated_residential,Sayajigunj,390005
"102, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.30706221845939,73.1873470940632,generated_residential,Sayajigunj,390005
"108, Shree Apartment, Sayajigunj, Vadodara, Gujarat - 390005",22.310974433054042,73.18046104794855,generated_residential,Sayajigunj,390005
"199, Krishna Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.308415840566763,73.19929060362284,generated_residential,Sayajigunj,390005
"179, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.297050216270122,73.19037619883919,generated_residential,Sayajigunj,390005
"154, Ganga Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.306707320425495,73.18942392777873,generated_residential,Sayajigunj,390005
"178, Ganga Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.305981268707686,73.18671946945226,generated_residential,Sayajigunj,390005
"200, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.309617831127074,73.19050851824585,generated_residential,Sayajigunj,390005
"90, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.29201300446664,73.18517310746576,generated_residential,Sayajigunj,390005
"283, Shree Apartment, Sayajigunj, Vadodara, Gujarat - 390005",22.3053371152057,73.18083856295354,generated_residential,Sayajigunj,390005
"135, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.293344848403894,73.17995166817936,generated_residential,Sayajigunj,390005
"45, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.292951762493242,73.18250153776216,generated_residential,Sayajigunj,390005
"121, Krishna Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.29928933544411,73.18442787520713,generated_residential,Sayajigunj,390005
"2, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.30822373077129,73.19239869800879,generated_residential,Sayajigunj,390005
"164, Ganga Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.308362005583405,73.19929767557157,generated_residential,Sayajigunj,390005
"125, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.306387710056626,73.19483461213565,generated_residential,Sayajigunj,390005
"146, Krishna Residency, Sayajigunj, Vadodara, Gujarat - 390005",22.299106356835576,73.19946567750777,generated_residential,Sayajigunj,390005
"281, Radha Residency, Sayajigunj, Vadodara, Gujarat - 390005",22.291850760325257,73.18556073226877,generated_residential,Sayajigunj,390005
"239, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.300767257251007,73.18704758331438,generated_residential,Sayajigunj,390005
"192, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.29358042240272,73.1977800725889,generated_residential,Sayajigunj,390005
"234, Shree Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.29650198399972,73.18401489119752,generated_residential,Sayajigunj,390005
"291, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.307773815356967,73.19285681854008,generated_residential,Sayajigunj,390005
"266, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.306353722934762,73.19925681539169,generated_residential,Sayajigunj,390005
"131, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.310425635742792,73.19915428787156,generated_residential,Sayajigunj,390005
"263, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.292311686147915,73.18775638055416,generated_residential,Sayajigunj,390005
"172, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.29326146465391,73.19390302839028,generated_residential,Sayajigunj,390005
"54, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.298448661900352,73.19490338792444,generated_residential,Sayajigunj,390005
"188, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.299801496069264,73.18764683141234,generated_residential,Sayajigunj,390005
"163, Shree Society, Sayajigunj, Vadodara, Gujarat - 390005",22.296680978939573,73.19734418567471,generated_residential,Sayajigunj,390005
"53, Krishna Society, Sayajigunj, Vadodara, Gujarat - 390005",22.303886024036252,73.19404858228152,generated_residential,Sayajigunj,390005
"161, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.305971410672488,73.19953339079761,generated_residential,Sayajigunj,390005
"205, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.30662235857346,73.19848404697743,generated_residential,Sayajigunj,390005
"62, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.301482282575616,73.19383143697702,generated_residential,Sayajigunj,390005
"11, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.293652861341677,73.184743911066,generated_residential,Sayajigunj,390005
"10, Sayajigunj Cross, Sayajigunj, Vadodara, Gujarat - 390005",22.308727225250134,73.18390527742935,generated_residential,Sayajigunj,390005
"23, Radha Park, Sayajigunj, Vadodara, Gujarat - 390005",22.3010651124755,73.19346741176427,generated_residential,Sayajigunj,390005
"299, Shree Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.304079983093455,73.18953386333727,generated_residential,Sayajigunj,390005
"221, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.29880975883049,73.18261804322832,generated_residential,Sayajigunj,390005
"66, Radha Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.293234116943196,73.1912475401862,generated_residential,Sayajigunj,390005
"135, Sardar Apartment, Sayajigunj, Vadodara, Gujarat - 390005",22.293119816025524,73.18686946460483,generated_residential,Sayajigunj,390005
"82, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.34856395609564,73.21532424149682,generated_residential,Gotri,390021
"94, Krishna Park, Gotri, Vadodara, Gujarat - 390021",22.33625976133738,73.19960590797824,generated_residential,Gotri,390021
"14, Ganga Garden, Gotri, Vadodara, Gujarat - 390021",22.336326749355187,73.2063829236725,generated_residential,Gotri,390021
"64, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.35127911921478,73.20120277686678,generated_residential,Gotri,390021
"207, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.347439974768136,73.21533107939344,generated_residential,Gotri,390021
"26, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.345386901663307,73.2132954129293,generated_residential,Gotri,390021
"152, Radha Heights, Gotri, Vadodara, Gujarat - 390021",22.34165218227119,73.21185187393495,generated_residential,Gotri,390021
"216, Krishna Park, Gotri, Vadodara, Gujarat - 390021",22.335011631278032,73.20399869198471,generated_residential,Gotri,390021
"177, Shree Residency, Gotri, Vadodara, Gujarat - 390021",22.350558555209812,73.19845996445153,generated_residential,Gotri,390021
"10, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.33358930429485,73.21389505013848,generated_residential,Gotri,390021
"283, Krishna Heights, Gotri, Vadodara, Gujarat - 390021",22.337332205843445,73.21369973675104,generated_residential,Gotri,390021
"273, Shree Garden, Gotri, Vadodara, Gujarat - 390021",22.35176147243057,73.21054124635951,generated_residential,Gotri,390021
"166, Ganga Heights, Gotri, Vadodara, Gujarat - 390021",22.341402071240175,73.20046428534609,generated_residential,Gotri,390021
"235, Ganga Society, Gotri, Vadodara, Gujarat - 390021",22.337080687133057,73.2034903603163,generated_residential,Gotri,390021
"255, New Society, Gotri, Vadodara, Gujarat - 390021",22.340295870726,73.20066480086479,generated_residential,Gotri,390021
"269, Gotri Circle, Gotri, Vadodara, Gujarat - 390021",22.346325802719324,73.20915244134497,generated_residential,Gotri,390021
"151, Gotri Cross, Gotri, Vadodara, Gujarat - 390021",22.338264497473336,73.20469059276947,generated_residential,Gotri,390021
"111, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.34490331738365,73.20392611287303,generated_residential,Gotri,390021
"150, Radha Complex, Gotri, Vadodara, Gujarat - 390021",22.334764641347128,73.21358948449101,generated_residential,Gotri,390021
"75, New Park, Gotri, Vadodara, Gujarat - 390021",22.336369652866665,73.21638795916061,generated_residential,Gotri,390021
"200, Radha Heights, Gotri, Vadodara, Gujarat - 390021",22.339304158691327,73.20342609936804,generated_residential,Gotri,390021
"216, Ganga Complex, Gotri, Vadodara, Gujarat - 390021",22.351668615638,73.2118409726475,generated_residential,Gotri,390021
"77, Ganga Garden, Gotri, Vadodara, Gujarat - 390021",22.35092562093333,73.20520684360389,generated_residential,Gotri,390021
"208, Sardar Park, Gotri, Vadodara, Gujarat - 390021",22.338436520706566,73.20284752711898,generated_residential,Gotri,390021
"15, Gotri Circle, Gotri, Vadodara, Gujarat - 390021",22.34944940989365,73.21526541356107,generated_residential,Gotri,390021
"163, Radha Park, Gotri, Vadodara, Gujarat - 390021",22.345105590176892,73.21641060466125,generated_residential,Gotri,390021
"225, Radha Heights, Gotri, Vadodara, Gujarat - 390021",22.3383784697465,73.20158018688355,generated_residential,Gotri,390021
"280, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.351814461299107,73.21001781387223,generated_residential,Gotri,390021
"47, New Garden, Gotri, Vadodara, Gujarat - 390021",22.348549944745688,73.21088510627071,generated_residential,Gotri,390021
"21, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.348687110506113,73.21231016018798,generated_residential,Gotri,390021
"204, Radha Complex, Gotri, Vadodara, Gujarat - 390021",22.347509725590363,73.1998688107054,generated_residential,Gotri,390021
"116, Krishna Park, Gotri, Vadodara, Gujarat - 390021",22.343665530038987,73.19947520968341,generated_residential,Gotri,390021
"250, Gotri Circle, Gotri, Vadodara, Gujarat - 390021",22.34693737120815,73.21529082904212,generated_residential,Gotri,390021
"272, New Complex, Gotri, Vadodara, Gujarat - 390021",22.345717285931205,73.21588289298998,generated_residential,Gotri,390021
"21, New Society, Gotri, Vadodara, Gujarat - 390021",22.338863579289328,73.21530955764699,generated_residential,Gotri,390021
"200, Sardar Park, Gotri, Vadodara, Gujarat - 390021",22.344397440746324,73.21456146811984,generated_residential,Gotri,390021
"264, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.34940626765784,73.21731951854517,generated_residential,Gotri,390021
"238, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.33716682920369,73.21592176111149,generated_residential,Gotri,390021
"247, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.346733421365567,73.21623423853451,generated_residential,Gotri,390021
"15, Ganga Complex, Gotri, Vadodara, Gujarat - 390021",22.351404268817163,73.21837910822038,generated_residential,Gotri,390021
"187, Radha Apartment, Gotri, Vadodara, Gujarat - 390021",22.344441618949652,73.21075220517224,generated_residential,Gotri,390021
"120, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.351230366338495,73.20772976112266,generated_residential,Gotri,390021
"7, Krishna Apartment, Gotri, Vadodara, Gujarat - 390021",22.340595895532662,73.21236589823836,generated_residential,Gotri,390021
"273, Shree Heights, Gotri, Vadodara, Gujarat - 390021",22.343871666192204,73.21086847454855,generated_residential,Gotri,390021
"3, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.335815104114165,73.20483625862722,generated_residential,Gotri,390021
"55, Gotri Cross, Gotri, Vadodara, Gujarat - 390021",22.34205496464316,73.20798403177344,generated_residential,Gotri,390021
"161, Shree Residency, Gotri, Vadodara, Gujarat - 390021",22.35270645168066,73.20554296965469,generated_residential,Gotri,390021
"176, Shree Residency, Gotri, Vadodara, Gujarat - 390021",22.34525712642569,73.21606114565479,generated_residential,Gotri,390021
"88, Sardar Complex, Gotri, Vadodara, Gujarat - 390021",22.337815852077775,73.20752362953117,generated_residential,Gotri,390021
"142, Krishna Park, Gotri, Vadodara, Gujarat - 390021",22.35084413668308,73.20332826181476,generated_residential,Gotri,390021
"89, Shree Residency, Gotri, Vadodara, Gujarat - 390021",22.35055087919201,73.21331604089302,generated_residential,Gotri,390021
"189, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.34556540789639,73.2025995042192,generated_residential,Gotri,390021
"31, Shree Park, Gotri, Vadodara, Gujarat - 390021",22.338589698643403,73.20191712273204,generated_residential,Gotri,390021
"126, Sardar Heights, Gotri, Vadodara, Gujarat - 390021",22.334193525454843,73.21088170257171,generated_residential,Gotri,390021
"74, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.352720266315625,73.21574652160643,generated_residential,Gotri,390021
"41, Gotri Cross, Gotri, Vadodara, Gujarat - 390021",22.337451589877332,73.21415834967348,generated_residential,Gotri,390021
"40, Ganga Park, Gotri, Vadodara, Gujarat - 390021",22.344291188064506,73.20988289760356,generated_residential,Gotri,390021
"249, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.345656932601592,73.20297845463786,generated_residential,Gotri,390021
"283, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.35284298048112,73.20978673776013,generated_residential,Gotri,390021
"181, Gotri Road, Gotri, Vadodara, Gujarat - 390021",22.338404818088907,73.21550171886807,generated_residential,Gotri,390021
"53, Gotri Cross, Gotri, Vadodara, Gujarat - 390021",22.344799236016865,73.20888678763146,generated_residential,Gotri,390021
"150, Gotri Circle, Gotri, Vadodara, Gujarat - 390021",22.335363726665314,73.20395822028239,generated_residential,Gotri,390021
"257, Krishna Apartment, Gotri, Vadodara, Gujarat - 390021",22.34386148249265,73.2149580486137,generated_residential,Gotri,390021
"51, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.335190895593758,73.21199007393112,generated_residential,Gotri,390021
"197, Radha Residency, Gotri, Vadodara, Gujarat - 390021",22.352484088685053,73.21184904645814,generated_residential,Gotri,390021
"86, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.346306966588187,73.20781489524317,generated_residential,Gotri,390021
"281, New Garden, Gotri, Vadodara, Gujarat - 390021",22.336778520386403,73.21345267270046,generated_residential,Gotri,390021
"290, Sardar Apartment, Gotri, Vadodara, Gujarat - 390021",22.338731964008236,73.20535863876258,generated_residential,Gotri,390021
"7, Ganga Complex, Gotri, Vadodara, Gujarat - 390021",22.335300900414836,73.20756041697396,generated_residential,Gotri,390021
"144, Gotri Circle, Gotri, Vadodara, Gujarat - 390021",22.34775460741191,73.20299342669715,generated_residential,Gotri,390021
"262, Radha Society, Gotri, Vadodara, Gujarat - 390021",22.34607034504523,73.20349895996212,generated_residential,Gotri,390021
"158, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.349240827344946,73.19992793516957,generated_residential,Gotri,390021
"60, Ganga Heights, Gotri, Vadodara, Gujarat - 390021",22.35012763723732,73.19877064619055,generated_residential,Gotri,390021
"138, Krishna Residency, Gotri, Vadodara, Gujarat - 390021",22.34723400270722,73.21448035199865,generated_residential,Gotri,390021
"25, Gotri Cross, Gotri, Vadodara, Gujarat - 390021",22.340960724399476,73.19912575167706,generated_residential,Gotri,390021
"54, Gotri Street, Gotri, Vadodara, Gujarat - 390021",22.34451759538252,73.20603899037394,generated_residential,Gotri,390021
"213, Shree Park, Gotri, Vadodara, Gujarat - 390021",22.351331022348013,73.20809889160151,generated_residential,Gotri,390021
"288, Ganga Apartment, Gotri, Vadodara, Gujarat - 390021",22.338197083716334,73.20371007676549,generated_residential,Gotri,390021
"214, Ganga Garden, Gotri, Vadodara, Gujarat - 390021",22.34829918595708,73.21304941387439,generated_residential,Gotri,390021
"77, Gotri Lane, Gotri, Vadodara, Gujarat - 390021",22.341880450341993,73.20355996674083,generated_residential,Gotri,390021
"34, New Complex, Manjalpur, Vadodara, Gujarat - 390011",22.27566369928632,73.21235369336368,generated_residential,Manjalpur,390011
"42, New Heights, Manjalpur, Vadodara, Gujarat - 390011",22.282540363662648,73.21467107541238,generated_residential,Manjalpur,390011
"192, Shree Society, Manjalpur, Vadodara, Gujarat - 390011",22.281248915611876,73.21128119736531,generated_residential,Manjalpur,390011
"264, Manjalpur Street, Manjalpur, Vadodara, Gujarat - 390011",22.277248858209727,73.20449206404056,generated_residential,Manjalpur,390011
"151, New Complex, Manjalpur, Vadodara, Gujarat - 390011",22.283313543441576,73.21406688829123,generated_residential,Manjalpur,390011
"97, Sardar Park, Manjalpur, Vadodara, Gujarat - 390011",22.271658939791006,73.20081803400855,generated_residential,Manjalpur,390011
"128, Sardar Society, Manjalpur, Vadodara, Gujarat - 390011",22.27712265039065,73.20044766276477,generated_residential,Manjalpur,390011
"218, Shree Complex, Manjalpur, Vadodara, Gujarat - 390011",22.271075611457597,73.21696973275718,generated_residential,Manjalpur,390011
"135, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.269891282904503,73.20340721477815,generated_residential,Manjalpur,390011
"262, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.28065346188703,73.19881329591786,generated_residential,Manjalpur,390011
"288, Manjalpur Road, Manjalpur, Vadodara, Gujarat - 390011",22.26725093428291,73.21479112049713,generated_residential,Manjalpur,390011
"67, Ganga Complex, Manjalpur, Vadodara, Gujarat - 390011",22.268458278108508,73.2039250938481,generated_residential,Manjalpur,390011
"146, Sardar Residency, Manjalpur, Vadodara, Gujarat - 390011",22.271510391474354,73.19963206277275,generated_residential,Manjalpur,390011
"285, New Park, Manjalpur, Vadodara, Gujarat - 390011",22.28271110630082,73.20987750528406,generated_residential,Manjalpur,390011
"189, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.27965118521861,73.21734665528102,generated_residential,Manjalpur,390011
"289, Ganga Complex, Manjalpur, Vadodara, Gujarat - 390011",22.277544455046314,73.20384525715069,generated_residential,Manjalpur,390011
"101, Ganga Park, Manjalpur, Vadodara, Gujarat - 390011",22.272548075050587,73.20605413459892,generated_residential,Manjalpur,390011
"207, Shree Complex, Manjalpur, Vadodara, Gujarat - 390011",22.272267460586487,73.20137467566778,generated_residential,Manjalpur,390011
"273, Shree Residency, Manjalpur, Vadodara, Gujarat - 390011",22.26684989916071,73.20635264921815,generated_residential,Manjalpur,390011
"245, Manjalpur Road, Manjalpur, Vadodara, Gujarat - 390011",22.269298288689935,73.21340430121765,generated_residential,Manjalpur,390011
"69, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.279648311819532,73.20057684696407,generated_residential,Manjalpur,390011
"263, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.28316486169841,73.20071550233887,generated_residential,Manjalpur,390011
"14, Sardar Society, Manjalpur, Vadodara, Gujarat - 390011",22.27601732286741,73.20766663316967,generated_residential,Manjalpur,390011
"249, New Park, Manjalpur, Vadodara, Gujarat - 390011",22.274831139493884,73.21605640768604,generated_residential,Manjalpur,390011
"15, Manjalpur Road, Manjalpur, Vadodara, Gujarat - 390011",22.28213077177575,73.21024494233275,generated_residential,Manjalpur,390011
"104, Shree Garden, Manjalpur, Vadodara, Gujarat - 390011",22.269479915003796,73.20266209166374,generated_residential,Manjalpur,390011
"80, Ganga Society, Manjalpur, Vadodara, Gujarat - 390011",22.27385295783478,73.21846212860149,generated_residential,Manjalpur,390011
"155, Manjalpur Street, Manjalpur, Vadodara, Gujarat - 390011",22.27454873945605,73.20640407679937,generated_residential,Manjalpur,390011
"293, Shree Complex, Manjalpur, Vadodara, Gujarat - 390011",22.264353916034864,73.21160883156072,generated_residential,Manjalpur,390011
"238, Sardar Heights, Manjalpur, Vadodara, Gujarat - 390011",22.279955776962908,73.20773223360374,generated_residential,Manjalpur,390011
"147, Radha Society, Manjalpur, Vadodara, Gujarat - 390011",22.28031349718989,73.21805634440132,generated_residential,Manjalpur,390011
"76, New Complex, Manjalpur, Vadodara, Gujarat - 390011",22.264865675517044,73.2171035986308,generated_residential,Manjalpur,390011
"22, Sardar Complex, Manjalpur, Vadodara, Gujarat - 390011",22.27014760556354,73.20805257752234,generated_residential,Manjalpur,390011
"176, New Heights, Manjalpur, Vadodara, Gujarat - 390011",22.276336989864223,73.20586317978177,generated_residential,Manjalpur,390011
"1, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.280949300944663,73.21590552041283,generated_residential,Manjalpur,390011
"116, New Society, Manjalpur, Vadodara, Gujarat - 390011",22.27346349462001,73.20961249172942,generated_residential,Manjalpur,390011
"164, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.277439340554597,73.20898632436284,generated_residential,Manjalpur,390011
"161, Manjalpur Road, Manjalpur, Vadodara, Gujarat - 390011",22.27997214700686,73.20477859818551,generated_residential,Manjalpur,390011
"136, Radha Garden, Manjalpur, Vadodara, Gujarat - 390011",22.265788733247085,73.2069444234239,generated_residential,Manjalpur,390011
"95, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.28251493481069,73.21507716735493,generated_residential,Manjalpur,390011
"144, Shree Residency, Manjalpur, Vadodara, Gujarat - 390011",22.27505622173183,73.2058473721959,generated_residential,Manjalpur,390011
"7, New Apartment, Manjalpur, Vadodara, Gujarat - 390011",22.26491281283038,73.21110449185308,generated_residential,Manjalpur,390011
"28, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.282355573286996,73.21149896626531,generated_residential,Manjalpur,390011
"216, New Society, Manjalpur, Vadodara, Gujarat - 390011",22.27719638515658,73.2140040211164,generated_residential,Manjalpur,390011
"205, Shree Garden, Manjalpur, Vadodara, Gujarat - 390011",22.27512972836586,73.19948677098009,generated_residential,Manjalpur,390011
"65, Shree Heights, Manjalpur, Vadodara, Gujarat - 390011",22.268098894964936,73.20012917448447,generated_residential,Manjalpur,390011
"211, Radha Complex, Manjalpur, Vadodara, Gujarat - 390011",22.274203228613125,73.2064888615886,generated_residential,Manjalpur,390011
"178, Ganga Residency, Manjalpur, Vadodara, Gujarat - 390011",22.281074954044648,73.2001767929756,generated_residential,Manjalpur,390011
"66, Shree Garden, Manjalpur, Vadodara, Gujarat - 390011",22.28130618337873,73.20521914085009,generated_residential,Manjalpur,390011
"277, Krishna Complex, Manjalpur, Vadodara, Gujarat - 390011",22.27068118798403,73.21872183449032,generated_residential,Manjalpur,390011
"24, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.281700528501656,73.21147945878124,generated_residential,Manjalpur,390011
"292, Krishna Park, Manjalpur, Vadodara, Gujarat - 390011",22.271661134952815,73.2174389580745,generated_residential,Manjalpur,390011
"161, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.277469826303406,73.20395804628505,generated_residential,Manjalpur,390011
"57, Manjalpur Street, Manjalpur, Vadodara, Gujarat - 390011",22.282136487948804,73.21459456049313,generated_residential,Manjalpur,390011
"246, Sardar Park, Manjalpur, Vadodara, Gujarat - 390011",22.268834486602792,73.20555898898716,generated_residential,Manjalpur,390011
"56, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.28085027509807,73.21333316528577,generated_residential,Manjalpur,390011
"108, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.26760996609874,73.21563422539396,generated_residential,Manjalpur,390011
"234, Radha Garden, Manjalpur, Vadodara, Gujarat - 390011",22.26475592719706,73.2088121655324,generated_residential,Manjalpur,390011
"28, Krishna Garden, Manjalpur, Vadodara, Gujarat - 390011",22.279616487085693,73.20801142473181,generated_residential,Manjalpur,390011
"6, Radha Apartment, Manjalpur, Vadodara, Gujarat - 390011",22.27248849852732,73.21797898186318,generated_residential,Manjalpur,390011
"102, Manjalpur Road, Manjalpur, Vadodara, Gujarat - 390011",22.27577400189237,73.20548832245682,generated_residential,Manjalpur,390011
"63, New Garden, Manjalpur, Vadodara, Gujarat - 390011",22.271227295243268,73.20100650570475,generated_residential,Manjalpur,390011
"20, Krishna Park, Manjalpur, Vadodara, Gujarat - 390011",22.275495132548404,73.2079889978754,generated_residential,Manjalpur,390011
"80, New Society, Manjalpur, Vadodara, Gujarat - 390011",22.26700665887113,73.20406241977949,generated_residential,Manjalpur,390011
"5, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.275735939618194,73.21114436985201,generated_residential,Manjalpur,390011
"153, New Park, Manjalpur, Vadodara, Gujarat - 390011",22.27276859286321,73.19947319265958,generated_residential,Manjalpur,390011
"290, Krishna Society, Manjalpur, Vadodara, Gujarat - 390011",22.27591193977325,73.19910481154541,generated_residential,Manjalpur,390011
"220, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.27969760782489,73.20563116009731,generated_residential,Manjalpur,390011
"274, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.26480780986086,73.20381634883564,generated_residential,Manjalpur,390011
"201, Ganga Garden, Manjalpur, Vadodara, Gujarat - 390011",22.277828936114496,73.21212925322176,generated_residential,Manjalpur,390011
"293, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.275523050019636,73.19900378223245,generated_residential,Manjalpur,390011
"107, Radha Residency, Manjalpur, Vadodara, Gujarat - 390011",22.269842533307905,73.20230564289156,generated_residential,Manjalpur,390011
"77, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.269856104731517,73.20907780850776,generated_residential,Manjalpur,390011
"133, Manjalpur Lane, Manjalpur, Vadodara, Gujarat - 390011",22.2745139986115,73.20203426672005,generated_residential,Manjalpur,390011
"160, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.278212965810393,73.21527645708407,generated_residential,Manjalpur,390011
"39, Manjalpur Cross, Manjalpur, Vadodara, Gujarat - 390011",22.278837098059896,73.20545776046595,generated_residential,Manjalpur,390011
"200, Radha Garden, Manjalpur, Vadodara, Gujarat - 390011",22.264264841869338,73.19916329443892,generated_residential,Manjalpur,390011
"34, Radha Society, Manjalpur, Vadodara, Gujarat - 390011",22.267669244588827,73.21771298293757,generated_residential,Manjalpur,390011
"292, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.27715575895348,73.21390626614144,generated_residential,Manjalpur,390011
"81, Manjalpur Circle, Manjalpur, Vadodara, Gujarat - 390011",22.279728672286883,73.21742383109846,generated_residential,Manjalpur,390011
"51, Krishna Park, Harni, Vadodara, Gujarat - 390006",22.307535533420097,73.16533636434691,generated_residential,Harni,390006
"124, Harni Lane, Harni, Vadodara, Gujarat - 390006",22.313585481077332,73.15664556468475,generated_residential,Harni,390006
"131, New Complex, Harni, Vadodara, Gujarat - 390006",22.32041726746959,73.15668262020412,generated_residential,Harni,390006
"265, Krishna Complex, Harni, Vadodara, Gujarat - 390006",22.321973820467797,73.15918865380202,generated_residential,Harni,390006
"83, Krishna Park, Harni, Vadodara, Gujarat - 390006",22.318256303268168,73.15565741866874,generated_residential,Harni,390006
"117, Shree Complex, Harni, Vadodara, Gujarat - 390006",22.31238133179672,73.17461562763853,generated_residential,Harni,390006
"210, Krishna Garden, Harni, Vadodara, Gujarat - 390006",22.306402645916762,73.16602733083103,generated_residential,Harni,390006
"172, Harni Street, Harni, Vadodara, Gujarat - 390006",22.317849399680373,73.163555345077,generated_residential,Harni,390006
"160, Harni Road, Harni, Vadodara, Gujarat - 390006",22.31008336100079,73.17074923738427,generated_residential,Harni,390006
"85, Ganga Park, Harni, Vadodara, Gujarat - 390006",22.31625195592033,73.16092343245104,generated_residential,Harni,390006
"196, Harni Road, Harni, Vadodara, Gujarat - 390006",22.312818018059232,73.16102818529633,generated_residential,Harni,390006
"279, Harni Road, Harni, Vadodara, Gujarat - 390006",22.31669827327627,73.17044591373475,generated_residential,Harni,390006
"265, Radha Complex, Harni, Vadodara, Gujarat - 390006",22.311512768269022,73.15594217940291,generated_residential,Harni,390006
