address,latitude,longitude,source,area,pincode
"46, Alkapuri Circle, Alkapuri, Vadodara, Gujarat - 390007",22.297786868390006,73.18538512745883,generated_residential,Alkapuri,390007
"211, Alkapuri Street, Alkapuri, Vadodara, Gujarat - 390007",22.30836480202521,73.1804761014815,generated_residential,Alkapuri,390007
"168, Radha Society, Alkapuri, Vadodara, Gujarat - 390007",22.314859466094017,73.18379592056897,generated_residential,Alkapuri,390007
"78, Alkapuri Circle, Alkapuri, Vadodara, Gujarat - 390007",22.30215018371761,73.18235435276932,generated_residential,Alkapuri,390007
"130, Alkapuri Lane, Alkapuri, Vadodara, Gujarat - 390007",22.304036672602695,73.1736709264237,generated_residential,Alkapuri,390007
"236, Ganga Park, Alkapuri, Vadodara, Gujarat - 390007",22.297889385798037,73.17706012908785,generated_residential,Alkapuri,390007
"164, Krishna Residency, Alkapuri, Vadodara, Gujarat - 390007",22.31536329588381,73.19003361107636,generated_residential,Alkapuri,390007
"163, New Garden, Alkapuri, Vadodara, Gujarat - 390007",22.30916432722516,73.18111013222666,generated_residential,Alkapuri,390007
"181, New Complex, Alkapuri, Vadodara, Gujarat - 390007",22.297586190783388,73.17993010989508,generated_residential,Alkapuri,390007
"46, Krishna Residency, Alkapuri, Vadodara, Gujarat - 390007",22.306154984255475,73.18998892163567,generated_residential,Alkapuri,390007
"139, Alkapuri Lane, Alkapuri, Vadodara, Gujarat - 390007",22.314160714750386,73.1901535413238,generated_residential,Alkapuri,390007
"97, Shree Park, Alkapuri, Vadodara, Gujarat - 390007",22.315860871016096,73.17802894736762,generated_residential,Alkapuri,390007
"170, Shree Heights, Alkapuri, Vadodara, Gujarat - 390007",22.314247320566746,73.17909628362398,generated_residential,Alkapuri,390007
"66, Alkapuri Cross, Alkapuri, Vadodara, Gujarat - 390007",22.299455866409986,73.18708959807091,generated_residential,Alkapuri,390007
"120, Ganga Complex, Alkapuri, Vadodara, Gujarat - 390007",22.309639963351486,73.19117229687616,generated_residential,Alkapuri,390007
"130, Shree Apartment, Alkapuri, Vadodara, Gujarat - 390007",22.308686866937176,73.18440911987547,generated_residential,Alkapuri,390007
"243, Alkapuri Lane, Alkapuri, Vadodara, Gujarat - 390007",22.300474639173437,73.17458128488245,generated_residential,Alkapuri,390007
"140, Alkapuri Cross, Alkapuri, Vadodara, Gujarat - 390007",22.31700678875795,73.18072434430741,generated_residential,Alkapuri,390007
"67, Alkapuri Road, Alkapuri, Vadodara, Gujarat - 390007",22.31595426648091,73.17761629328203,generated_residential,Alkapuri,390007
"207, Radha Complex, Alkapuri, Vadodara, Gujarat - 390007",22.31436709157539,73.18010036208895,generated_residential,Alkapuri,390007
"6, Shree Complex, Alkapuri, Vadodara, Gujarat - 390007",22.304202437751623,73.18271928067077,generated_residential,Alkapuri,390007
"87, Radha Apartment, Akota, Vadodara, Gujarat - 390020",22.322695291125804,73.19602427251765,generated_residential,Akota,390020
"271, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.332670675812285,73.19136123499611,generated_residential,Akota,390020
"34, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.32182430555894,73.19860371212833,generated_residential,Akota,390020
"211, Krishna Park, Akota, Vadodara, Gujarat - 390020",22.33461134642505,73.19813870335726,generated_residential,Akota,390020
"72, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.337513868517057,73.19825790406688,generated_residential,Akota,390020
"80, Akota Road, Akota, Vadodara, Gujarat - 390020",22.334997007101794,73.1978807857136,generated_residential,Akota,390020
"205, Radha Garden, Akota, Vadodara, Gujarat - 390020",22.324271831015153,73.19632213739263,generated_residential,Akota,390020
"21, Ganga Apartment, Akota, Vadodara, Gujarat - 390020",22.333466669615337,73.20631032463102,generated_residential,Akota,390020
"4, Akota Road, Akota, Vadodara, Gujarat - 390020",22.32902947747456,73.19174397372248,generated_residential,Akota,390020
"99, Akota Circle, Akota, Vadodara, Gujarat - 390020",22.336430490275813,73.19996523323827,generated_residential,Akota,390020
"147, Radha Park, Akota, Vadodara, Gujarat - 390020",22.318604813299043,73.19091196562391,generated_residential,Akota,390020
"134, Akota Circle, Akota, Vadodara, Gujarat - 390020",22.333757276682398,73.19978594913644,generated_residential,Akota,390020
"265, Sardar Garden, Akota, Vadodara, Gujarat - 390020",22.33732224455401,73.20670143553384,generated_residential,Akota,390020
"171, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.325519208335077,73.19498365928025,generated_residential,Akota,390020
"263, Krishna Garden, Akota, Vadodara, Gujarat - 390020",22.323101532246177,73.1967267215501,generated_residential,Akota,390020
"6, Ganga Heights, Akota, Vadodara, Gujarat - 390020",22.33271101735576,73.20991964597228,generated_residential,Akota,390020
"143, Radha Heights, Akota, Vadodara, Gujarat - 390020",22.32783630119523,73.19671943963228,generated_residential,Akota,390020
"263, New Society, Akota, Vadodara, Gujarat - 390020",22.33275471633887,73.20406852407731,generated_residential,Akota,390020
"213, Ganga Complex, Akota, Vadodara, Gujarat - 390020",22.33279091879873,73.19897141766873,generated_residential,Akota,390020
"162, Akota Street, Akota, Vadodara, Gujarat - 390020",22.33729201362516,73.20547359558442,generated_residential,Akota,390020
"246, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.333528918801832,73.19639140313491,generated_residential,Akota,390020
"223, Akota Circle, Akota, Vadodara, Gujarat - 390020",22.325475761928367,73.19271925251111,generated_residential,Akota,390020
"217, Akota Street, Akota, Vadodara, Gujarat - 390020",22.31847889117019,73.19605055870674,generated_residential,Akota,390020
"240, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.32320764891044,73.20082774622836,generated_residential,Akota,390020
"91, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.327656637491256,73.20245226454121,generated_residential,Akota,390020
"150, Shree Apartment, Akota, Vadodara, Gujarat - 390020",22.331401408267105,73.194980331736,generated_residential,Akota,390020
"30, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.32502938299055,73.19901300808698,generated_residential,Akota,390020
"198, Radha Garden, Akota, Vadodara, Gujarat - 390020",22.318328645834463,73.19229313535956,generated_residential,Akota,390020
"219, Ganga Residency, Akota, Vadodara, Gujarat - 390020",22.33617110894053,73.20252916034973,generated_residential,Akota,390020
"272, Akota Street, Akota, Vadodara, Gujarat - 390020",22.331253458314485,73.19679525396698,generated_residential,Akota,390020
"253, New Apartment, Akota, Vadodara, Gujarat - 390020",22.337338425858004,73.20075788312434,generated_residential,Akota,390020
"143, Sardar Heights, Akota, Vadodara, Gujarat - 390020",22.329336956174995,73.21025359907951,generated_residential,Akota,390020
"43, New Garden, Akota, Vadodara, Gujarat - 390020",22.334067353024203,73.2065591987059,generated_residential,Akota,390020
"11, Krishna Society, Akota, Vadodara, Gujarat - 390020",22.331486515240485,73.20807194810786,generated_residential,Akota,390020
"252, Akota Street, Akota, Vadodara, Gujarat - 390020",22.326484380196362,73.19666686059689,generated_residential,Akota,390020
"193, Akota Street, Akota, Vadodara, Gujarat - 390020",22.317729092331717,73.20709963963165,generated_residential,Akota,390020
"108, Ganga Park, Akota, Vadodara, Gujarat - 390020",22.319408155938888,73.19941741296367,generated_residential,Akota,390020
"158, New Society, Akota, Vadodara, Gujarat - 390020",22.326205709569496,73.20911493610042,generated_residential,Akota,390020
"88, Sardar Heights, Akota, Vadodara, Gujarat - 390020",22.320856056243734,73.20936601139711,generated_residential,Akota,390020
"274, New Garden, Akota, Vadodara, Gujarat - 390020",22.319859735485647,73.19430709769946,generated_residential,Akota,390020
"294, Shree Garden, Akota, Vadodara, Gujarat - 390020",22.333475592911523,73.20910049528565,generated_residential,Akota,390020
"188, Shree Heights, Akota, Vadodara, Gujarat - 390020",22.334492239936164,73.21012187968637,generated_residential,Akota,390020
"198, New Society, Akota, Vadodara, Gujarat - 390020",22.33124404026702,73.19251928799632,generated_residential,Akota,390020
"47, Shree Complex, Akota, Vadodara, Gujarat - 390020",22.329953174901146,73.20077731193041,generated_residential,Akota,390020
"50, Ganga Complex, Akota, Vadodara, Gujarat - 390020",22.332892387379122,73.19513352803659,generated_residential,Akota,390020
"245, Shree Complex, Akota, Vadodara, Gujarat - 390020",22.337461692161323,73.19682324244835,generated_residential,Akota,390020
"2, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.31838607157024,73.20611499962169,generated_residential,Akota,390020
"259, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.3262231634683,73.2062861441774,generated_residential,Akota,390020
"91, New Heights, Akota, Vadodara, Gujarat - 390020",22.318481653731375,73.20568315934746,generated_residential,Akota,390020
"252, Krishna Society, Akota, Vadodara, Gujarat - 390020",22.33469961677218,73.20293800816825,generated_residential,Akota,390020
"20, Akota Road, Akota, Vadodara, Gujarat - 390020",22.322029486724773,73.19879489374574,generated_residential,Akota,390020
"156, Krishna Society, Akota, Vadodara, Gujarat - 390020",22.337346984177973,73.2064362796479,generated_residential,Akota,390020
"142, Akota Street, Akota, Vadodara, Gujarat - 390020",22.3355910889333,73.20664115264006,generated_residential,Akota,390020
"245, Sardar Garden, Akota, Vadodara, Gujarat - 390020",22.318614352606794,73.19650658909228,generated_residential,Akota,390020
"31, Akota Road, Akota, Vadodara, Gujarat - 390020",22.334102592138077,73.20987824141898,generated_residential,Akota,390020
"133, Krishna Residency, Akota, Vadodara, Gujarat - 390020",22.335240421592164,73.19478841160868,generated_residential,Akota,390020
"272, Akota Road, Akota, Vadodara, Gujarat - 390020",22.325465765146983,73.19502009254035,generated_residential,Akota,390020
"216, Sardar Heights, Akota, Vadodara, Gujarat - 390020",22.323040788231417,73.1951439617232,generated_residential,Akota,390020
"173, Ganga Heights, Akota, Vadodara, Gujarat - 390020",22.320896630544485,73.20688590529086,generated_residential,Akota,390020
"206, Radha Residency, Akota, Vadodara, Gujarat - 390020",22.337341906983422,73.19645547343522,generated_residential,Akota,390020
"169, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.337383902988133,73.20792750008306,generated_residential,Akota,390020
"73, Akota Lane, Akota, Vadodara, Gujarat - 390020",22.325190322745815,73.2021428043598,generated_residential,Akota,390020
"154, Shree Complex, Akota, Vadodara, Gujarat - 390020",22.328392693923142,73.19713714083466,generated_residential,Akota,390020
"130, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.322195231369097,73.2082288079823,generated_residential,Akota,390020
"5, Shree Garden, Akota, Vadodara, Gujarat - 390020",22.326639569780088,73.19409491027832,generated_residential,Akota,390020
"197, Shree Residency, Akota, Vadodara, Gujarat - 390020",22.33054023217932,73.20373823183255,generated_residential,Akota,390020
"194, Radha Residency, Akota, Vadodara, Gujarat - 390020",22.33410281420693,73.19418764373901,generated_residential,Akota,390020
"18, Akota Circle, Akota, Vadodara, Gujarat - 390020",22.333466113041002,73.21025537011775,generated_residential,Akota,390020
"237, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.33047506172225,73.20426832480236,generated_residential,Akota,390020
"120, Krishna Residency, Akota, Vadodara, Gujarat - 390020",22.324471274478764,73.19806516578187,generated_residential,Akota,390020
"59, Sardar Heights, Akota, Vadodara, Gujarat - 390020",22.323203080995132,73.19447711795353,generated_residential,Akota,390020
"240, Krishna Complex, Akota, Vadodara, Gujarat - 390020",22.332730207954256,73.20069705025197,generated_residential,Akota,390020
"220, Ganga Garden, Akota, Vadodara, Gujarat - 390020",22.334797762552995,73.19242386470097,generated_residential,Akota,390020
"144, Akota Street, Akota, Vadodara, Gujarat - 390020",22.32443708207136,73.19732363800287,generated_residential,Akota,390020
"2, Akota Cross, Akota, Vadodara, Gujarat - 390020",22.33239398260198,73.19435926387364,generated_residential,Akota,390020
"169, Shree Residency, Akota, Vadodara, Gujarat - 390020",22.326385985445985,73.20117152167752,generated_residential,Akota,390020
"64, Sardar Park, Akota, Vadodara, Gujarat - 390020",22.3358882488756,73.20297792659397,generated_residential,Akota,390020
"191, Shree Apartment, Akota, Vadodara, Gujarat - 390020",22.326556968400357,73.19149403402305,generated_residential,Akota,390020
"264, Akota Street, Akota, Vadodara, Gujarat - 390020",22.320969845532467,73.20303199752011,generated_residential,Akota,390020
"143, New Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.310404890292087,73.19776428041439,generated_residential,Fatehgunj,390002
"21, Ganga Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.320005286430355,73.1878285730694,generated_residential,Fatehgunj,390002
"280, Ganga Society, Fatehgunj, Vadodara, Gujarat - 390002",22.309378647689737,73.19565577611843,generated_residential,Fatehgunj,390002
"290, Fatehgunj Circle, Fatehgunj, Vadodara, Gujarat - 390002",22.325880793757804,73.18659563351495,generated_residential,Fatehgunj,390002
"39, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.309987082685797,73.18197505000809,generated_residential,Fatehgunj,390002
"161, Fatehgunj Cross, Fatehgunj, Vadodara, Gujarat - 390002",22.327121019814346,73.19964073326085,generated_residential,Fatehgunj,390002
"299, Sardar Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.31165524366707,73.19419390922823,generated_residential,Fatehgunj,390002
"168, New Complex, Fatehgunj, Vadodara, Gujarat - 390002",22.323931807048094,73.19982996165804,generated_residential,Fatehgunj,390002
"268, Radha Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.327185914726797,73.1930009362159,generated_residential,Fatehgunj,390002
"103, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.31031719890019,73.19797402336387,generated_residential,Fatehgunj,390002
"297, New Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.32129715912271,73.19684015335213,generated_residential,Fatehgunj,390002
"255, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.32553724081221,73.19267265757132,generated_residential,Fatehgunj,390002
"62, New Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.313095701863613,73.19658065572759,generated_residential,Fatehgunj,390002
"173, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.318866886976544,73.19085400729986,generated_residential,Fatehgunj,390002
"236, Fatehgunj Circle, Fatehgunj, Vadodara, Gujarat - 390002",22.31892660175615,73.18794168063798,generated_residential,Fatehgunj,390002
"140, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.323804778970995,73.18662106787049,generated_residential,Fatehgunj,390002
"276, Radha Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.316024275325997,73.18315887911584,generated_residential,Fatehgunj,390002
"3, Fatehgunj Lane, Fatehgunj, Vadodara, Gujarat - 390002",22.323411336810217,73.1885897342524,generated_residential,Fatehgunj,390002
"54, Sardar Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.326527719066988,73.18642503156663,generated_residential,Fatehgunj,390002
"41, Ganga Park, Fatehgunj, Vadodara, Gujarat - 390002",22.32383303609923,73.18995119185384,generated_residential,Fatehgunj,390002
"56, Krishna Complex, Fatehgunj, Vadodara, Gujarat - 390002",22.315847259762307,73.19130153886755,generated_residential,Fatehgunj,390002
"225, Radha Society, Fatehgunj, Vadodara, Gujarat - 390002",22.32505621571952,73.18798694839806,generated_residential,Fatehgunj,390002
"87, Krishna Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.313407985685554,73.1926739468395,generated_residential,Fatehgunj,390002
"184, Fatehgunj Circle, Fatehgunj, Vadodara, Gujarat - 390002",22.321242314206337,73.1960895822153,generated_residential,Fatehgunj,390002
"34, New Society, Fatehgunj, Vadodara, Gujarat - 390002",22.312062274874425,73.19815758702393,generated_residential,Fatehgunj,390002
"214, Krishna Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.314318674026012,73.18575654591362,generated_residential,Fatehgunj,390002
"131, Fatehgunj Cross, Fatehgunj, Vadodara, Gujarat - 390002",22.323327201227823,73.18534833409011,generated_residential,Fatehgunj,390002
"164, Radha Society, Fatehgunj, Vadodara, Gujarat - 390002",22.316834705323803,73.19707626225045,generated_residential,Fatehgunj,390002
"4, New Society, Fatehgunj, Vadodara, Gujarat - 390002",22.323105845593577,73.18484449619737,generated_residential,Fatehgunj,390002
"119, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.32109660177449,73.19418720892938,generated_residential,Fatehgunj,390002
"99, Shree Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.312583954064714,73.19159701618162,generated_residential,Fatehgunj,390002
"206, Radha Park, Fatehgunj, Vadodara, Gujarat - 390002",22.317610172464985,73.18705557489035,generated_residential,Fatehgunj,390002
"58, Sardar Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.31097042922399,73.19493561067641,generated_residential,Fatehgunj,390002
"252, Fatehgunj Circle, Fatehgunj, Vadodara, Gujarat - 390002",22.31573529054587,73.18399544198643,generated_residential,Fatehgunj,390002
"232, Krishna Garden, Fatehgunj, Vadodara, Gujarat - 390002",22.3171069818295,73.19936576736522,generated_residential,Fatehgunj,390002
"58, Ganga Complex, Fatehgunj, Vadodara, Gujarat - 390002",22.318107817158918,73.19636517393423,generated_residential,Fatehgunj,390002
"256, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.325609753412405,73.18770864206739,generated_residential,Fatehgunj,390002
"20, Ganga Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.312294232533063,73.19569041252531,generated_residential,Fatehgunj,390002
"190, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.31219158222873,73.19408345359886,generated_residential,Fatehgunj,390002
"258, Shree Garden, Fatehgunj, Vadodara, Gujarat - 390002",22.324933284957766,73.19843712834178,generated_residential,Fatehgunj,390002
"85, Krishna Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.31772198792222,73.1993584145733,generated_residential,Fatehgunj,390002
"263, Shree Park, Fatehgunj, Vadodara, Gujarat - 390002",22.326672810208926,73.18507826973467,generated_residential,Fatehgunj,390002
"31, Ganga Park, Fatehgunj, Vadodara, Gujarat - 390002",22.32290016817701,73.18535834185262,generated_residential,Fatehgunj,390002
"146, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.311983547302432,73.19189786519911,generated_residential,Fatehgunj,390002
"72, Krishna Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.32428521150339,73.19337535490985,generated_residential,Fatehgunj,390002
"105, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.328294380688074,73.18691785433876,generated_residential,Fatehgunj,390002
"180, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.32840401994268,73.18889190305153,generated_residential,Fatehgunj,390002
"160, Krishna Society, Fatehgunj, Vadodara, Gujarat - 390002",22.312090386468682,73.1854675293635,generated_residential,Fatehgunj,390002
"104, Shree Society, Fatehgunj, Vadodara, Gujarat - 390002",22.31179893948763,73.18187102947644,generated_residential,Fatehgunj,390002
"126, Fatehgunj Circle, Fatehgunj, Vadodara, Gujarat - 390002",22.316869838916034,73.19141650720621,generated_residential,Fatehgunj,390002
"75, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.327001568353673,73.1892021391621,generated_residential,Fatehgunj,390002
"173, Ganga Society, Fatehgunj, Vadodara, Gujarat - 390002",22.310295798942523,73.19273449693706,generated_residential,Fatehgunj,390002
"258, Radha Park, Fatehgunj, Vadodara, Gujarat - 390002",22.315727758923334,73.19868242394966,generated_residential,Fatehgunj,390002
"99, New Garden, Fatehgunj, Vadodara, Gujarat - 390002",22.321069340781076,73.18889135740173,generated_residential,Fatehgunj,390002
"127, Radha Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.319629204671003,73.19136789935838,generated_residential,Fatehgunj,390002
"121, Fatehgunj Road, Fatehgunj, Vadodara, Gujarat - 390002",22.323692086886325,73.1837236863688,generated_residential,Fatehgunj,390002
"72, Fatehgunj Cross, Fatehgunj, Vadodara, Gujarat - 390002",22.31859111012043,73.18531506845224,generated_residential,Fatehgunj,390002
"297, Radha Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.316943413675272,73.18868689782593,generated_residential,Fatehgunj,390002
"257, New Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.321644394141483,73.19349912052225,generated_residential,Fatehgunj,390002
"95, New Society, Fatehgunj, Vadodara, Gujarat - 390002",22.311747494942082,73.19050101534206,generated_residential,Fatehgunj,390002
"129, Fatehgunj Lane, Fatehgunj, Vadodara, Gujarat - 390002",22.320390262131433,73.19039806728966,generated_residential,Fatehgunj,390002
"243, Krishna Park, Fatehgunj, Vadodara, Gujarat - 390002",22.326713846509815,73.19362553268435,generated_residential,Fatehgunj,390002
"47, Radha Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.327180535019107,73.19599855429202,generated_residential,Fatehgunj,390002
"155, New Park, Fatehgunj, Vadodara, Gujarat - 390002",22.327368417026257,73.19538375741452,generated_residential,Fatehgunj,390002
"128, Shree Garden, Fatehgunj, Vadodara, Gujarat - 390002",22.311199211296195,73.19449580747555,generated_residential,Fatehgunj,390002
"260, Fatehgunj Street, Fatehgunj, Vadodara, Gujarat - 390002",22.31460047057293,73.18412171419737,generated_residential,Fatehgunj,390002
"108, Krishna Park, Fatehgunj, Vadodara, Gujarat - 390002",22.311062609693145,73.18500478283103,generated_residential,Fatehgunj,390002
"216, Ganga Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.328039413803097,73.19686526246471,generated_residential,Fatehgunj,390002
"287, Ganga Apartment, Fatehgunj, Vadodara, Gujarat - 390002",22.327416954665885,73.1826166567587,generated_residential,Fatehgunj,390002
"233, Krishna Park, Fatehgunj, Vadodara, Gujarat - 390002",22.327271018749784,73.19694837268825,generated_residential,Fatehgunj,390002
"105, Shree Park, Fatehgunj, Vadodara, Gujarat - 390002",22.323358545330663,73.19317850454534,generated_residential,Fatehgunj,390002
"216, Radha Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.31215352851867,73.18338549813444,generated_residential,Fatehgunj,390002
"220, Sardar Complex, Fatehgunj, Vadodara, Gujarat - 390002",22.319206811043205,73.18343647293398,generated_residential,Fatehgunj,390002
"263, Krishna Heights, Fatehgunj, Vadodara, Gujarat - 390002",22.314761404944168,73.19300570875016,generated_residential,Fatehgunj,390002
"70, Shree Society, Fatehgunj, Vadodara, Gujarat - 390002",22.320386158415744,73.18149163308483,generated_residential,Fatehgunj,390002
"154, Fatehgunj Lane, Fatehgunj, Vadodara, Gujarat - 390002",22.313548544040255,73.19515480450829,generated_residential,Fatehgunj,390002
"205, Radha Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.30991414355329,73.18580826840906,generated_residential,Fatehgunj,390002
"243, Shree Residency, Fatehgunj, Vadodara, Gujarat - 390002",22.31137127503681,73.1831756583142,generated_residential,Fatehgunj,390002
"87, Fatehgunj Lane, Fatehgunj, Vadodara, Gujarat - 390002",22.313899263975884,73.19930756663311,generated_residential,Fatehgunj,390002
"179, Fatehgunj Cross, Fatehgunj, Vadodara, Gujarat - 390002",22.312851558263418,73.19222584864742,generated_residential,Fatehgunj,390002
"36, Krishna Residency, Sayajigunj, Vadodara, Gujarat - 390005",22.301564593369857,73.19324088487588,generated_residential,Sayajigunj,390005
"239, Ganga Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.30726024956895,73.18748693589346,generated_residential,Sayajigunj,390005
"265, New Residency, Sayajigunj, Vadodara, Gujarat - 390005",22.305099870719495,73.18561984314626,generated_residential,Sayajigunj,390005
"228, Shree Park, Sayajigunj, Vadodara, Gujarat - 390005",22.295864780948648,73.19282403233362,generated_residential,Sayajigunj,390005
"203, Krishna Society, Sayajigunj, Vadodara, Gujarat - 390005",22.303212382743236,73.19256785794848,generated_residential,Sayajigunj,390005
"256, Ganga Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.307025535534997,73.18948830843566,generated_residential,Sayajigunj,390005
"270, Sardar Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.297279906803674,73.19052193921449,generated_residential,Sayajigunj,390005
"275, Krishna Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.309636186967214,73.18141976400535,generated_residential,Sayajigunj,390005
"294, Sayajigunj Cross, Sayajigunj, Vadodara, Gujarat - 390005",22.306583192220074,73.18893739460837,generated_residential,Sayajigunj,390005
"113, Krishna Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.309363309680858,73.18402768794935,generated_residential,Sayajigunj,390005
"107, Ganga Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.304018087125826,73.19730064216542,generated_residential,Sayajigunj,390005
"204, Sayajigunj Circle, Sayajigunj, Vadodara, Gujarat - 390005",22.303331394084612,73.1958235775644,generated_residential,Sayajigunj,390005
"17, Ganga Park, Sayajigunj, Vadodara, Gujarat - 390005",22.294421876006233,73.18452110017698,generated_residential,Sayajigunj,390005
"218, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.298006590816463,73.18828600485449,generated_residential,Sayajigunj,390005
"61, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.299664122919232,73.19050591424516,generated_residential,Sayajigunj,390005
"80, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.304580821802617,73.19225860692978,generated_residential,Sayajigunj,390005
"214, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.300251863898406,73.19504386824235,generated_residential,Sayajigunj,390005
"239, Ganga Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.299619375696253,73.19654950974409,generated_residential,Sayajigunj,390005
"101, Krishna Apartment, Sayajigunj, Vadodara, Gujarat - 390005",22.296707478676556,73.18396737383249,generated_residential,Sayajigunj,390005
"90, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.293564608132925,73.19847342932134,generated_residential,Sayajigunj,390005
"112, Ganga Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.3029726062449,73.19943909848583,generated_residential,Sayajigunj,390005
"94, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.29249628386925,73.19816136510418,generated_residential,Sayajigunj,390005
"131, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.29386817516757,73.19661854602478,generated_residential,Sayajigunj,390005
"99, Ganga Park, Sayajigunj, Vadodara, Gujarat - 390005",22.2990592281043,73.18542643569498,generated_residential,Sayajigunj,390005
"43, Sardar Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.305229671884863,73.18923024414416,generated_residential,Sayajigunj,390005
"30, Ganga Garden, Sayajigunj, Vadodara, Gujarat - 390005",22.296426665344573,73.1821187793913,generated_residential,Sayajigunj,390005
"114, Ganga Complex, Sayajigunj, Vadodara, Gujarat - 390005",22.30899595251335,73.1987245503013,generated_residential,Sayajigunj,390005
"250, Shree Society, Sayajigunj, Vadodara, Gujarat - 390005",22.302366063540866,73.19753782766779,generated_residential,Sayajigunj,390005
"267, Radha Society, Sayajigunj, Vadodara, Gujarat - 390005",22.29520835962044,73.18935317631016,generated_residential,Sayajigunj,390005
"136, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.291713488617447,73.18508175700339,generated_residential,Sayajigunj,390005
"191, Sayajigunj Road, Sayajigunj, Vadodara, Gujarat - 390005",22.306079076697188,73.19114080051732,generated_residential,Sayajigunj,390005
"97, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.30062233760469,73.17986933799446,generated_residential,Sayajigunj,390005
"34, Radha Heights, Sayajigunj, Vadodara, Gujarat - 390005",22.29419770068853,73.18156871631643,generated_residential,Sayajigunj,390005
"154, Sardar Park, Sayajigunj, Vadodara, Gujarat - 390005",22.299620067694587,73.18086122289816,generated_residential,Sayajigunj,390005
"160, Sayajigunj Street, Sayajigunj, Vadodara, Gujarat - 390005",22.300953284658746,73.18999391191005,generated_residential,Sayajigunj,390005
"280, Sayajigunj Lane, Sayajigunj, Vadodara, Gujarat - 390005",22.30212648827817,73.19344130544819,generated_residential,Sayajigunj,390005
